title,line_text
Niezabudki kwiecie,"Gdym się zbliżął w znane strony,"
Niezabudki kwiecie,"Do rodzinnych pól,"
Niezabudki kwiecie,"Nad strumieniem, gdzie mi kwiat"
Niezabudki kwiecie,"Dała łzą zroszony,"
Niezabudki kwiecie,"Powitałem wspomnień świat,"
Niezabudki kwiecie,Biegnąc jak szalony.
Niezabudki kwiecie,Aż wtem nagle widzę dwoje
Niezabudki kwiecie,"Nad zwierciadłem wód,"
Niezabudki kwiecie,"Jak zrywają kwiaty moje,"
Niezabudki kwiecie,Kwiaty drogie wprzód;
Niezabudki kwiecie,Dziewczę skryło swoją twarz
Niezabudki kwiecie,"W jego płaszcza zwoje,"
Niezabudki kwiecie,"I widziałem, Boże skarz!"
Niezabudki kwiecie,Ich w uścisku dwoje!
Niezabudki kwiecie,Jak statua Laokona
Niezabudki kwiecie,"Stoję słupem wciąż,"
Niezabudki kwiecie,"A myśl dziwna, że to ona,"
Niezabudki kwiecie,Kąsa mnie jak wąż...
Niezabudki kwiecie,"Aż nareszcie, Boże skasz!"
Niezabudki kwiecie,Odchylił ramiona.
Niezabudki kwiecie,Odwróciła swoją twarz...
Niezabudki kwiecie,Ach!... to była ona!
Niezabudki kwiecie,"Wkrótce potem, ha, co chcecie!"
Niezabudki kwiecie,"Kiedy za mąż szła,"
Niezabudki kwiecie,Prowadziłem rajskie dziecię
Niezabudki kwiecie,Do kościoła... Ha!
Niezabudki kwiecie,"Tylko na pamięci znak,"
Niezabudki kwiecie,"W noc miesięczną w lecie,"
Niezabudki kwiecie,Na weselu wpiąłem w frak
Niezabudki kwiecie,Niezabudki kwiecie...
Niezabudki kwiecie,Tak się skończył sen milutki
Niezabudki kwiecie,I ostatnia nić...
Niezabudki kwiecie,Zwiędły kwiatek niezabudki
Niezabudki kwiecie,Przestał w sercu żyć.
Niezabudki kwiecie,"Powróciłem, w ciemne mgły"
Niezabudki kwiecie,"Unosząc swe smutki,"
Niezabudki kwiecie,"I nie wierzę dziś już w sny,"
Niezabudki kwiecie,Ani w niezabudki!
Niezręczny,I
Niezręczny,Gdy ją raz pierwszy ujrzał w kobiet gronie
Niezręczny,Uczuł w swej duszy jakby światło nowe:
Niezręczny,"Zdawało mu się, że widmo tęczowe"
Niezręczny,Młodzieńczych marzeń podaje mu dłonie.
Niezręczny,I zapatrzony w oczy szafirowe
Niezręczny,Zaledwie zdołał skłonić przed nią głowę
Niezręczny,"Przy przedstawieniu, i wiedząc, że płonie,"
Niezręczny,Onieśmielony stał jak żak w salonie.
Niezręczny,"Ona spostrzegłszy to jego zmieszanie,"
Niezręczny,Chciała przyjść w pomoc i pierwsza z uśmiechem
Niezręczny,Zadała jakieś zwyczajne pytanie.
Niezręczny,"By odpowiedzieć, zwrócił się z ośpiechem,"
Niezręczny,Lecz się w jej sukni zaplątał jedwabnej
Niezręczny,"I urwał kawał falbany, niezgrabny!"
Niezręczny,II
Niezręczny,Trudno uwierzyć! Lecz taka przygoda
Niezręczny,"Zamiast mu szkodzić u pięknej kobiety,"
Niezręczny,Pomogła raczej - i nastała zgoda
Niezręczny,Pomiędzy sercem wdówki i poety.
Niezręczny,I widywała się ta para młoda.
Niezręczny,"On jej przynosił do domu bukiety,"
Niezręczny,"I wzdychał ciągle, na co czasu szkoda,"
Niezręczny,"I co go wreszcie zgubiło, niestety!"
Niezręczny,"Siedział sam przy niej, źrenicą spragnioną"
Niezręczny,Tonął w jej oczach w niemym zachwyceniu;
Niezręczny,"Na twarz im padał srebrny blask miesięczny,"
Niezręczny,Więc ją mógł widzieć drżącą i wzruszoną.
Niezręczny,"Ale w tym samym został oddaleniu,"
Niezręczny,"Gdyż bał się suknię nadeptać, niezręczny!"
NieÅ›miertelni,"Przez mgÅ‚y czasu, w otchÅ‚aÅ„ wiekÃ³w"
NieÅ›miertelni,ZaglÄ…dajÄ…c - widaÄ‡ w dali
NieÅ›miertelni,"PoÅ›rÃ³d mÄ™tnych plemion Å›ciekÃ³w,"
NieÅ›miertelni,"WÅ›rÃ³d burzliwej ludÃ³w fali,"
NieÅ›miertelni,"NieÅ›miertelnych, co przetrwali"
NieÅ›miertelni,DÅ‚ugÄ… kolej pierzchÅ‚ych wiekÃ³w.
NieÅ›miertelni,"W prÃ³chnie ziemi, w dziejÃ³w pyle"
NieÅ›miertelni,RozjaÅ›nione twarze Å›wiecÄ…;
NieÅ›miertelni,Ku nieznanej ich mogile
NieÅ›miertelni,"Duchy nowych mÄ™Å¼Ã³w lecÄ…,"
NieÅ›miertelni,By wyprosiÄ‡ Å›wiatÅ‚a nieco
NieÅ›miertelni,Na jutrzejszÄ… Å›witaÅ„ chwilÄ™.
NieÅ›miertelni,"Na Å›wieczniku z trupich koÅ›ci,"
NieÅ›miertelni,"Nie zgryzieni pleÅ›niÄ… rdzawÄ…,"
NieÅ›miertelni,StojÄ… Å¼ywcem wÅ›rÃ³d ciemnoÅ›ci
NieÅ›miertelni,Nad przebrzmiaÅ‚Ä… Å¼ycia wrzawÄ…
NieÅ›miertelni,I pÅ‚omieniem swym jaskrawo
NieÅ›miertelni,OÅ›wiecajÄ… twarz ludzkoÅ›ci.
NieÅ›miertelni,KaÅ¼dy w swego wieku Å‚onie
NieÅ›miertelni,CaÅ‚Ä… jego myÅ›l zawiera -
NieÅ›miertelni,"Ster przyszÅ‚oÅ›ci biorÄ…c w dÅ‚onie,"
NieÅ›miertelni,"NowÄ… jutrzniÄ™ rozpoÅ›ciera,"
NieÅ›miertelni,A zaczÄ™ta przezeÅ„ era
NieÅ›miertelni,NieÅ›miertelne wieÅ„czy skronie.
Noc pod WysokÄ…,"WieczÃ³r siÄ™ zbliÅ¼aÅ‚, a nad naszÄ… gÅ‚owÄ…"
Noc pod WysokÄ…,"WciÄ…Å¼ wyrastaÅ‚y prostopadÅ‚e Å›ciany,"
Noc pod WysokÄ…,I wciÄ…Å¼ siÄ™ zdawaÅ‚ oddalaÄ‡ na nowo
Noc pod WysokÄ…,WierzchoÅ‚ek w sÅ‚oÅ„ca promieniach kÄ…pany:
Noc pod WysokÄ…,"WiÄ™c trzeba byÅ‚o myÅ›leÄ‡ o noclegu,"
Noc pod WysokÄ…,Zanim nas zdradne ciemnoÅ›ci zaskoczÄ…
Noc pod WysokÄ…,Na skaÅ‚ urwanych przepaÅ›cistym brzegu.
Noc pod WysokÄ…,"WÅ‚aÅ›nie siÄ™ naszym ukazaÅ‚a oczom,"
Noc pod WysokÄ…,"WciÅ›niÄ™ta miÄ™dzy dwa ramiona gÃ³ry,"
Noc pod WysokÄ…,"Kotlina, peÅ‚na granitowych Å‚omÃ³w,"
Noc pod WysokÄ…,"KtÃ³re z daleka sterczaÅ‚y, jak mury"
Noc pod WysokÄ…,Zdobytej twierdzy lub zburzonych domÃ³w.
Noc pod WysokÄ…,"ByÅ‚a to naga, posÄ™pna kotlina,"
Noc pod WysokÄ…,Cieniem dwÃ³ch groÅºnych wierzchoÅ‚ka piramid
Noc pod WysokÄ…,Pokryta. - W gÅ‚Ä™bi toÅ„ jeziorka sina
Noc pod WysokÄ…,I mchu na gÅ‚azach zielony aksamit...
Noc pod WysokÄ…,"ZresztÄ… ni trawki, ni krzewu - jedynie"
Noc pod WysokÄ…,"Woda, i gÅ‚azy, i mchy w rozpadlinie."
Noc pod WysokÄ…,"Tu na jeziora zeszliÅ›my wybrzeÅ¼e,"
Noc pod WysokÄ…,"MiÄ™dzy zwalone bryÅ‚y granitowe,"
Noc pod WysokÄ…,By obraÄ‡ sobie ciche na noc leÅ¼e
Noc pod WysokÄ…,I mech jedwabny podesÅ‚aÄ‡ pod gÅ‚owÄ™
Noc pod WysokÄ…,"W miejscu, gdzie wielkie gÅ‚azy pochylone"
Noc pod WysokÄ…,Od nocnych wichrÃ³w dawaÅ‚y osÅ‚onÄ™.
Noc pod WysokÄ…,"Na niebie jeszcze dzieÅ„ panowaÅ‚ biaÅ‚y,"
Noc pod WysokÄ…,"A sÅ‚oÅ„ce, gÃ³ry zasÅ‚oniÄ™te grzbietem,"
Noc pod WysokÄ…,BarwiÅ‚o w szczytach wyzÄ™bione skaÅ‚y
Noc pod WysokÄ…,"ZÅ‚otem, purpurÄ… albo fioletem..."
Noc pod WysokÄ…,Czasu doÅ›Ä‡ byÅ‚o do zmierzchu. UsiadÅ‚em
Noc pod WysokÄ…,"TuÅ¼ nad zmroÅ¼onym jeziorka zwierciadÅ‚em,"
Noc pod WysokÄ…,Co z brzegÃ³w w Å›niegi oprawne i lody
Noc pod WysokÄ…,W dali marszczyÅ‚o czerniejÄ…ce wody.
Noc pod WysokÄ…,PatrzaÅ‚em: jako w pracy nieustannej
Noc pod WysokÄ…,"Fala srebrzystÄ… powÅ‚okÄ™ podmywa,"
Noc pod WysokÄ…,"AÅ¼ tafla lodu, dÅºwiÄ™k wydajÄ…c szklanny,"
Noc pod WysokÄ…,PÄ™ka i dalej z szelestem odpÅ‚ywa;
Noc pod WysokÄ…,PatrzaÅ‚em: jako na posÄ™pnej toni
Noc pod WysokÄ…,"Kra oderwana krÄ…Å¼y wkoÅ‚o brzegu,"
Noc pod WysokÄ…,"Jak jedna drugÄ… potrÄ…ca i goni,"
Noc pod WysokÄ…,Na trud prÃ³Å¼nego skazana obiegu...
Noc pod WysokÄ…,"I Å¼aÅ‚owaÅ‚em, Å¼e siÄ™ prÃ³Å¼no krÄ™ci,"
Noc pod WysokÄ…,"PrzypominajÄ…c sobie ludzkÄ… dolÄ™,"
Noc pod WysokÄ…,"W ktÃ³rej, ach nieraz, wszystkie dobre chÄ™ci"
Noc pod WysokÄ…,W zaklÄ™tym muszÄ… obracaÄ‡ siÄ™ kole...
Noc pod WysokÄ…,"Tymczasem doÅ‚em gÄ™stsze cienie rosÅ‚y,"
Noc pod WysokÄ…,"Bory zsiniaÅ‚y pod mgieÅ‚ mlecznÄ… szatÄ…,"
Noc pod WysokÄ…,"I szczyt nad gÅ‚owÄ… zagasnÄ…Å‚ wyniosÅ‚y,"
Noc pod WysokÄ…,PobladÅ‚ i barwÄ™ przyjÄ…Å‚ popielatÄ….
Noc pod WysokÄ…,Wraz z znikajÄ…cÄ… jasnoÅ›ciÄ… promiennÄ…
Noc pod WysokÄ…,Ostatnie Å¼ycia uchodziÅ‚y Å›lady...
Noc pod WysokÄ…,"Mrok zwiÄ™kszyÅ‚ martwoÅ›Ä‡ pustkowia kamiennÄ…,"
Noc pod WysokÄ…,"I obszar zastygÅ‚, posÄ™pny i blady,"
Noc pod WysokÄ…,I swym straszliwym przytÅ‚oczyÅ‚ ogromem
Noc pod WysokÄ…,MyÅ›li zbÅ‚Ä…kane w paÅ„stwie nieruchomem.
Noc pod WysokÄ…,"Geniusz tych wyÅ¼yn, surowy i groÅºny,"
Noc pod WysokÄ…,"PowstaÅ‚ z przepaÅ›ci, mierzÄ…c mnie oczyma,"
Noc pod WysokÄ…,Swego oddechu sÅ‚aÅ‚ mi powiew mroÅºny
Noc pod WysokÄ…,"I naprzÃ³d rÄ™kÄ™ wyciÄ…gnÄ…Å‚ olbrzyma,"
Noc pod WysokÄ…,RozpoÅ›cierajÄ…c dokoÅ‚a nade mnÄ…
Noc pod WysokÄ…,"Milczenie pustyÅ„, nieskoÅ„czonoÅ›Ä‡ ciemnÄ…"
Noc pod WysokÄ…,"I tÄ™ samotnoÅ›Ä‡ zamarÅ‚ego Å›wiata,"
Noc pod WysokÄ…,Co dziwnym smutkiem ludzkÄ… pierÅ› przygniata;
Noc pod WysokÄ…,"SamotnoÅ›Ä‡, w ktÃ³rej milczÄ…cym ogromie"
Noc pod WysokÄ…,CzÅ‚owiek swÄ… sÅ‚aboÅ›Ä‡ poznaje widomie
Noc pod WysokÄ…,"I chce siÄ™ cofaÄ‡ przed nieznanÄ… mocÄ…,"
Noc pod WysokÄ…,"Przed rozesÅ‚anÄ… na przepaÅ›ciach nocÄ…,"
Noc pod WysokÄ…,"Przed skrytych potÄ™g gwaÅ‚townym objawem,"
Noc pod WysokÄ…,"Przed niezbÅ‚aganym bezlitosnym prawem,"
Noc pod WysokÄ…,"Przed rozpasanych Å¼ywioÅ‚Ã³w odmÄ™tem,"
Noc pod WysokÄ…,Przed nieÅ›wiadomem... tajnem... nieujÄ™tem...
Noc pod WysokÄ…,"Uczuciem takiej grozy pokonany,"
Noc pod WysokÄ…,"MiÄ™dzy zaciszne powrÃ³ciÅ‚em Å›ciany,"
Noc pod WysokÄ…,Gdzie towarzysze legli juÅ¼ strudzeni
Noc pod WysokÄ…,"Na mchu, pod dachem goÅ›cinnych kamieni;"
Noc pod WysokÄ…,"I sam zÅ‚oÅ¼yÅ‚em gÅ‚owÄ™ na posÅ‚aniu,"
Noc pod WysokÄ…,W pÃ³Å‚sennym teraz pogrÄ…Å¼eÅ„ dumaniu.
Noc pod WysokÄ…,Noc gÄ™ste mroki zapuÅ›ciÅ‚a wszÄ™dzie;
Noc pod WysokÄ…,"Nawet bÅ‚Ä™kity niebios przeÅºroczyste,"
Noc pod WysokÄ…,"Oprawne doÅ‚em w czarnych skaÅ‚ krawÄ™dzie,"
Noc pod WysokÄ…,"StaÅ‚y siÄ™ wiÄ™cej ciemne, przepaÅ›ciste,"
Noc pod WysokÄ…,I tylko owÄ… bÅ‚Ä™kitnÄ… ciemnotÄ™
Noc pod WysokÄ…,Gdzieniegdzie gwiazdy przetykaÅ‚y zÅ‚ote.
Noc pod WysokÄ…,CiemnoÅ›Ä‡ rzuciÅ‚a pomost przez otchÅ‚anie
Noc pod WysokÄ…,I wyrÃ³wnaÅ‚a wnÄ™trza gÃ³r podarte;
Noc pod WysokÄ…,"ZostaÅ‚o jedno wielkie rusztowanie,"
Noc pod WysokÄ…,"Zbitych granitÃ³w grzbiety rozpostarte,"
Noc pod WysokÄ…,"Ponad ktÃ³rymi dwie wierzchoÅ‚ka wieÅ¼e,"
Noc pod WysokÄ…,"Dwa wyniesione ostrokrÄ™gi cieniu,"
Noc pod WysokÄ…,ChwiaÄ‡ siÄ™ zdawaÅ‚y w niebieskim eterze
Noc pod WysokÄ…,Przy migotliwym drÅ¼Ä…cych gwiazd promieniu.
Noc pod WysokÄ…,Cisza - a jednak w tej pozornej ciszy
Noc pod WysokÄ…,"WsÅ‚uchane ucho ciÄ…gÅ‚e wrzenie sÅ‚yszy,"
Noc pod WysokÄ…,"Szmer nieustanny, na ktÃ³ry siÄ™ skÅ‚ada"
Noc pod WysokÄ…,"Wszystko, co gÅ‚osem z Å¼ycia siÄ™ spowiada:"
Noc pod WysokÄ…,"I woda, ktÃ³ra gdzieÅ› w szczelinie syczy,"
Noc pod WysokÄ…,"I fal powietrza szelest tajemniczy,"
Noc pod WysokÄ…,"I pÄ™kajÄ…cych gÅ‚azÃ³w Å‚oskot gÅ‚uchy,"
Noc pod WysokÄ…,I wszystkie Å›wiata na wpÃ³Å‚senne ruchy.
Noc pod WysokÄ…,Czasami skaÅ‚a u szczytu wiszÄ…ca
Noc pod WysokÄ…,Stoczy siÄ™ na dÃ³Å‚ i z przeciÄ…gÅ‚ym grzmotem
Noc pod WysokÄ…,O najeÅ¼one Å›ciany siÄ™ roztrÄ…ca;
Noc pod WysokÄ…,Huk dÅ‚ugo echa powtarzajÄ… potem...
Noc pod WysokÄ…,AÅ¼ rozsypany gÅ‚az na drobne czÄ™Å›ci
Noc pod WysokÄ…,W wÄ…wozie gradem kamieni zachrzÄ™Å›ci.
Noc pod WysokÄ…,I znowu wszystko wraca do spokoju;
Noc pod WysokÄ…,"Tylko, jak dawniej, szepczÄ… z sobÄ… gÃ³ry"
Noc pod WysokÄ…,Podmuchem wiatru i szemraniem zdroju;
Noc pod WysokÄ…,I znowu pÅ‚ynie cicha pieÅ›Å„ natury
Noc pod WysokÄ…,"W gwiaÅºdziste sfery, w przestrzeÅ„ nieskoÅ„czonÄ…,"
Noc pod WysokÄ…,"Gdzie wszystkie pieÅ›ni zdÄ…Å¼ajÄ… i tonÄ…,"
Noc pod WysokÄ…,"I tam siÄ™ wiÄ…Å¼e, i zlewa, i brata"
Noc pod WysokÄ…,Z caÅ‚Ä… harmoniÄ… zaziemskiego Å›wiata.
Noc pod WysokÄ…,"W Å›lad za tÄ… pieÅ›niÄ… myÅ›li moje biegÅ‚y,"
Noc pod WysokÄ…,Wyswobodzone z tÅ‚oczÄ…cej je grozy.
Noc pod WysokÄ…,"Wolny, choÄ‡ prawom powszechnym podlegÅ‚y,"
Noc pod WysokÄ…,Duch mÃ³j wstÄ™powaÅ‚ na gwiaÅºdziste wozy
Noc pod WysokÄ…,I traciÅ‚ z oczu ludzkich istnieÅ„ chwile
Noc pod WysokÄ…,"I wydeptany Å›lad na ziemskiej bryle,"
Noc pod WysokÄ…,I zapominaÅ‚ o swojej obroÅ¼y
Noc pod WysokÄ…,"I o boleÅ›ci, co go we Å›nie trwoÅ¼y."
Noc pod WysokÄ…,"On siÄ™ zanurzyÅ‚ w ÅºrÃ³dle wiecznie Å¼ywem,"
Noc pod WysokÄ…,PoruszajÄ…cym wielkie koÅ‚o bytu;
Noc pod WysokÄ…,UczuÅ‚ siÄ™ jednym Å‚aÅ„cucha ogniwem
Noc pod WysokÄ…,RozciÄ…gniÄ™tego przez otchÅ‚aÅ„ bÅ‚Ä™kitu;
Noc pod WysokÄ…,On znalazÅ‚ wspÃ³lne ognisko Å¼ywotÃ³w
Noc pod WysokÄ…,"I zwiÄ…zek z caÅ‚ym ogromem stworzenia,"
Noc pod WysokÄ…,"Z wieczystym duchem, co mu podaÄ‡ gotÃ³w"
Noc pod WysokÄ…,RÄ™kÄ™ z ciemnoÅ›ci albo z gwiazd pÅ‚omienia:
Noc pod WysokÄ…,WiÄ™c w rozpostartej na przepaÅ›ciach nocy
Noc pod WysokÄ…,"JuÅ¼ opuszczenia nie czuÅ‚ i niemocy,"
Noc pod WysokÄ…,"I mÃ³gÅ‚ siÄ™ poddaÄ‡, jako drobny atom,"
Noc pod WysokÄ…,"Tej twÃ³rczej myÅ›li, co przewodzi Å›wiatom,"
Noc pod WysokÄ…,"I z nieodmiennym zgodziÄ‡ siÄ™ wyrokiem,"
Noc pod WysokÄ…,"I odpoczywaÄ‡, jak pod matki okiem."
Nokturno,"Na dworze wicher i słota,"
Nokturno,"Tak smutno, mroczno i chmurno -"
Nokturno,"Po szybach deszczyk przygrywa,"
Nokturno,A wicher śpiewa nokturno.
Nokturno,"Tańcują pożółkłe liście,"
Nokturno,Tańcują para za parą -
Nokturno,Ja siedzę smutny w kąciku I w przestrzeń spoglądam szarą.
Nokturno,"Czegoś mi tęskno i straszno,"
Nokturno,"Patrzę bezmyślnie przed siebie,"
Nokturno,A coraz ciemniej mi w duszy
Nokturno,I coraz ciemniej na niebie.
Nokturno,"Czy tylko wicher tak jęczy,"
Nokturno,Kręcąc się z deszczem dokoła?
Nokturno,Czy tam nikt więcej nie płacze?
Nokturno,Nikt więcej na mnie nie woła?
Nokturno,Bo słyszę jakieś wzdychania
Nokturno,"I jakieś głosy mi znane,"
Nokturno,"Które brzmią strasznie, ponuro,"
Nokturno,Wstępując w serce stroskane:
Nokturno,I jakieś blade postacie
Nokturno,Do moich okien się tłoczą -
Nokturno,"Patrzą się na mnie szyderczo,"
Nokturno,Śmieją się ze mnie i droczą...
Nokturno,"I nie pytając: czy wolno,"
Nokturno,"Wchodzą do mego mieszkania,"
Nokturno,A każda z drwiącym uśmiechem
Nokturno,Przede mną nisko się kłania -
Nokturno,"I ciągną w długim szeregu,"
Nokturno,"Szeleszcząc jak suche liście,"
Nokturno,I tańczą para za parą
Nokturno,Przy dzikim wichru poświście.
Nokturno,"""Chodź z nami! - wołają na mnie -"
Nokturno,Wszakżeż ty do nas należysz?
Nokturno,Minioną przeszłością żyjesz!
Nokturno,"I jeszcze kochasz, i wierzysz?"
Nokturno,"Ty się nas przecież nie wyprzesz,"
Nokturno,"Jak się ci wszyscy wyparli,"
Nokturno,"Co myślą, że żyją jeszcze,"
Nokturno,Choć dawno duchem pomarli.
Nokturno,Chodź do nas! dalej do koła!
Nokturno,Z nami zabawisz się pięknie
Nokturno,"I będziesz tańczyć, i śpiewać,"
Nokturno,Póki ci serce nie pęknie!
Nokturno,"Lepiej niech pęka od razu,"
Nokturno,"W krwawej przeszłości uścisku,"
Nokturno,Niż ma zastygać powoli
Nokturno,Na brudnym ludzi śmiecisku!
Nokturno,Masz zostać przez nich zdeptanym
Nokturno,"Lub stać się z nimi zaprzańcem,"
Nokturno,"Wolisz pójść w ciemność za nami,"
Nokturno,"Bawić się śpiewem i tańcem!"""
Nokturno,Tak mnie wołają i kuszą
Nokturno,"Coraz to śmielej, natrętniej -"
Nokturno,I otaczają mnie kołem...
Nokturno,A w oczach coraz mi mętniej -
Nokturno,"I czuję, że mnie unoszą -"
Nokturno,"Brzmi strasznie wichru muzyka,"
Nokturno,Świat się pode mną zapada...
Nokturno,Wtem nagle wszystko mi znika -
Nokturno,I pusto w moim pokoju -
Nokturno,"Na świecie mroczno i chmurno,"
Nokturno,"Po szybach deszczyk przygrywa,"
Nokturno,A wicher śpiewa nokturno.
Oda,"W ciemności czasów,"
Oda,"Wśród krzywd i gwałtów kolei złowrogiej,"
Oda,"Wśród krwawych o łup zapasów,"
Oda,"Wśród nienawiści i trwogi,"
Oda,"Nad grozą powszechną bytu,"
Oda,"Nad dzikim żyjących zgiełkiem,"
Oda,"Jak gwiazda na tle błękitu,"
Oda,Niebiańskim płonie światełkiem
Oda,"Miłość, co całej królując naturze"
Oda,"I słodsze budząc pragnienia,"
Oda,Ucisza walki... i burze
Oda,W jasność przemienia.
Oda,"Cichą ponętą,"
Oda,Pociągiem zmysłów i czarem rozkoszy
Oda,"Srogość łagodzi zawziętą,"
Oda,Zajadłość zemsty rozproszy...
Oda,Gdy usta ogniem zapali
Oda,"I pocałunkiem połączy,"
Oda,To z ust płonących korali
Oda,Do serca słodycz przesączy
Oda,I z miłosnego kochanków uścisku
Oda,"Wytwarza węzeł wśród świata,"
Oda,Który przy wspólnym ognisku
Oda,Wrogów pobrata.
Oda,"Z namiętnych zmysłów upojeń,"
Oda,"Z cielesnych pragnień i szału,"
Oda,"Dnieje świt uczuć i rojeń,"
Oda,Brzask ideału;
Oda,I płomień żądzy znikomej
Oda,"Blaskami coraz jaśnieje czystszemi,"
Oda,"Ogarnia światów ogromy,"
Oda,Niebiosa zbliża ku ziemi.
Oda,"Coraz to głębiej w sferę ducha sięga,"
Oda,"I w sercu, co z wolna mięknie,"
Oda,Rozmiłowanie w nieśmiertelnym pięknie
Oda,Szczepi miłości potęga.
Oda,Coraz to wyżej i dalej
Oda,Chór duchów wiedzie skrzydlaty
Oda,I na kształt świetlanej fali
Oda,Przenika światy.
Oda,Tchnieniem harmonii i zgody
Oda,"Boski porządek z zamętu dobywa,"
Oda,Wiąże plemiona i rody
Oda,W jednej całości ogniwa;
Oda,Nie tylko samą rozkoszą nietrwałą
Oda,"Sercom napawać się każe,"
Oda,Lecz uczy wznosić dla Bóstwa ołtarze
Oda,I jego oddychać chwałą.
Oda,"Po szczeblach stopniowych przemian,"
Oda,"Na idealnej podnosząc się zorzy,"
Oda,Zwycięska miłość dla ziemian
Oda,Najsłodsze dary swe mnoży;
Oda,"W stubarwne mieniąc się blaski,"
Oda,"Cierpiącej, znękanej rzeszy"
Oda,"Litości, pociechy, łaski"
Oda,Promienie rozsyłać śpieszy.
Oda,"Spod stóp jej wszystkie uczucia wy kwitną,"
Oda,Zdobiąc owiane jej tchnieniem istoty -
Oda,I poryw serca staje się już szczytną
Oda,Miłością prawdy i cnoty.
Oda,Świat się zaludnia powoli
Oda,"Orszakiem czystych, szlachetnych postaci,"
Oda,"Co cudzej służą niedoli,"
Oda,Dla szczęścia pracują braci.
Oda,"Synowie światła i chwały,"
Oda,"Jasne półbogi się wznoszą,"
Oda,"Którym kochanką świat cały,"
Oda,A poświęcenie rozkoszą...
Oda,I idą własną ofiarować mękę
Oda,"Z wielkiej dla istot cierpiących miłości,"
Oda,Dobra i prawdy zapalać jutrzenkę
Oda,W ogniu duchowej wolności.
Oda,18 grudzień 1878
Odpoczywa / I,"Odpoczywa, złożył skronie"
Odpoczywa / I,Na jedwabnych mchach.
Odpoczywa / I,Na pościeli miękkiej tonie
Odpoczywa / I,W nieprzerwanych snach.
Odpoczywa / I,W leśnej ciszy odpoczywa
Odpoczywa / I,Pośród wonnych tchnień.
Odpoczywa / I,"Paproć włosy mu pokrywa,"
Odpoczywa / I,Wkoło chłód i cień.
Odpoczywa / I,Czarne świerki go kołyszą.
Odpoczywa / I,Szepcąc tęskny śpiew.
Odpoczywa / I,A motyle złote wiszą
Odpoczywa / I,Na gałązkach drzew.
Odpoczywa / I,Na ramionach mu zielony
Odpoczywa / I,Rozpostarł się bluszcz
Odpoczywa / I,I gwar ptasząt przytłumiony
Odpoczywa / I,Dolatuje z puszcz.
Odpoczywa / II,"Noc zapada, z ziemi wstają"
Odpoczywa / II,"Z wolna srebrne mgły,"
Odpoczywa / II,Szare płaszcze zarzucają
Odpoczywa / II,Na wilgotne mchy.
Odpoczywa / II,"Mkną i płyną, jak jeziora"
Odpoczywa / II,Zalewają las;
Odpoczywa / II,"W lesie straszno - duchów pora,"
Odpoczywa / II,A on śpi jak głaz.
Odpoczywa / II,Księżyc przedarł swe promienie
Odpoczywa / II,Przez zielony dach
Odpoczywa / II,I przetopił mgły i cienie
Odpoczywa / II,W brylantowych skrach.
Odpoczywa / II,Odmieniają kształty drzewa
Odpoczywa / II,"Wśród tych światła fal,"
Odpoczywa / II,Po wierzchołkach wicher śpiewa
Odpoczywa / II,Dzikiej pieśni żal.
Odpoczywa / III,Nad perłową mgławisk falą
Odpoczywa / III,"Błędne światła drżą,"
Odpoczywa / III,"Mgły się kłębią i krysztalą,"
Odpoczywa / III,Lżejsze w górę mkną.
Odpoczywa / III,Przybierają postać bladą
Odpoczywa / III,"Eterycznych ciał,"
Odpoczywa / III,"Wstają, lecą - znów się kładą."
Odpoczywa / III,Gdy je wietrzyk zwiał.
Odpoczywa / III,"Przezroczyste, srebrne mary"
Odpoczywa / III,"Napełniają bór,"
Odpoczywa / III,Cicho płyną przez moczary
Odpoczywa / III,Jak girlandy chmur -
Odpoczywa / III,W księżycowym drżącym blasku
Odpoczywa / III,Mglistych dziewic splot
Odpoczywa / III,Ponad mgłami wszczyna w lasku
Odpoczywa / III,Fantastyczny lot
Odpoczywa / III,I zatacza lekkie kręgi
Odpoczywa / III,"Pląsających dziew,"
Odpoczywa / III,I rozwija jasne wstęgi
Odpoczywa / III,Pośród czarnych drzew.
Odpoczywa / III,"Pląsa, leci wietrzna rzesza,"
Odpoczywa / III,Nad gęstwiną mknie.
Odpoczywa / III,Pod świerkami się rozwiesza.
Odpoczywa / III,Gdzie spoczywa w śnie.
Odpoczywa / IV,"Posplatane, dłoń za dłonią"
Odpoczywa / IV,"Jak za cieniem cień,"
Odpoczywa / IV,"Wciąż się wietrzą, pędzą, gonią"
Odpoczywa / IV,Wśród falistych drżeń.
Odpoczywa / IV,Wiotkie kształty i kibicie
Odpoczywa / IV,Rozkołysał bieg:
Odpoczywa / IV,"To nad ziemią, to w błękicie"
Odpoczywa / IV,Srebrny znaczą ścieg.
Odpoczywa / IV,"To spadają gwiazd kaskadą,"
Odpoczywa / IV,"To się łamią w łuk,"
Odpoczywa / IV,To się topią w jasność bladą
Odpoczywa / IV,Pośród mlecznych dróg.
Odpoczywa / IV,Uniesione w ciągłym wirze
Odpoczywa / IV,"W tańca dziki szał,"
Odpoczywa / IV,"Tworzą wieńce, wstęgi, krzyże"
Odpoczywa / IV,Z eterycznych ciał.
Odpoczywa / IV,"Fosforyczne biją blaski,"
Odpoczywa / IV,"Oczy ogniem skrzą,"
Odpoczywa / IV,Spod tęczowych szarf przepaski
